DATAFLOW,LAST UPDATE,freq,isco08,deg_urb,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,AT,2014,20.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,AT,2019,22.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,BE,2014,17.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,BE,2019,32.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,BG,2014,5.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,BG,2019,5.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,CY,2014,8.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,CY,2019,10,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,CZ,2014,23.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,CZ,2019,24.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,DE,2014,25.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,DE,2019,28.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,DK,2014,28.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,DK,2019,29.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EE,2014,10.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EE,2019,13.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EL,2014,8.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EL,2019,10.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,ES,2014,17.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,ES,2019,18.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EU27_2020,2014,18.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EU27_2020,2019,22.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,EU28,2014,17.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,FI,2014,24.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,FI,2019,27,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,FR,2014,22.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,FR,2019,35.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,HR,2014,16.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,HR,2019,19.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,HU,2014,12.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,HU,2019,20.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IE,2014,20.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IE,2019,5.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IS,2014,26.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IS,2019,33.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IT,2014,12.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,IT,2019,12.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LT,2014,14.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LT,2019,19.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LU,2014,30.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LU,2019,41.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LV,2014,12.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,LV,2019,15,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,MT,2014,11.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,MT,2019,11.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,NL,2014,29.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,NL,2019,36.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,NO,2014,19.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,NO,2019,18.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,PL,2014,13.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,PL,2019,16.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,PT,2014,12.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,PT,2019,17.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,RO,2014,3.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,RO,2019,5.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,RS,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SE,2014,22.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SE,2019,31.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SI,2014,16.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SI,2019,19.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SK,2014,16.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,SK,2019,15.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,TR,2014,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,TR,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,TOTAL,PC,UK,2014,12.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,AT,2014,14.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,AT,2019,10.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,BE,2014,8.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,BE,2019,17.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,BG,2014,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,BG,2019,0.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,CY,2014,4.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,CY,2019,5.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,CZ,2014,8.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,CZ,2019,9.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,DE,2014,17.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,DE,2019,23.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,DK,2014,17.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,DK,2019,17.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EE,2014,8.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EE,2019,6.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EL,2014,1.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EL,2019,3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,ES,2014,14.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,ES,2019,15.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EU27_2020,2014,11.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EU27_2020,2019,15.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,EU28,2014,11,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,FI,2014,12.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,FI,2019,18.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,FR,2014,12.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,FR,2019,22.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,HR,2014,1.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,HR,2019,5.7,u,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,HU,2014,5.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,HU,2019,8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IE,2014,10.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IE,2019,3.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IS,2014,26.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IS,2019,19.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IT,2014,8.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,IT,2019,5.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LT,2014,9.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LT,2019,14,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LU,2014,13.8,u,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LU,2019,28.3,u,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LV,2014,11.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,LV,2019,14.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,MT,2014,5.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,MT,2019,15.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,NL,2014,26.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,NL,2019,26.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,NO,2014,11.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,NO,2019,14.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,PL,2014,3.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,PL,2019,4.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,PT,2014,7.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,PT,2019,12.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,RO,2014,0.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,RO,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,RS,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SE,2014,15.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SE,2019,12.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SI,2014,7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SI,2019,13.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SK,2014,8.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,SK,2019,14.6,u,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,TR,2014,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,TR,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-24,PC,UK,2014,7.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,AT,2014,12.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,AT,2019,12.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,BE,2014,8.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,BE,2019,20.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,BG,2014,1.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,BG,2019,0.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,CY,2014,4.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,CY,2019,5.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,CZ,2014,7.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,CZ,2019,7.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,DE,2014,18.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,DE,2019,23.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,DK,2014,21.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,DK,2019,21.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EE,2014,8.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EE,2019,8.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EL,2014,2.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EL,2019,2.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,ES,2014,16.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,ES,2019,15.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EU27_2020,2014,12.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EU27_2020,2019,17.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,EU28,2014,11.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,FI,2014,13.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,FI,2019,20.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,FR,2014,14.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,FR,2019,27.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,HR,2014,4.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,HR,2019,7.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,HU,2014,4.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,HU,2019,12.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IE,2014,15.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IE,2019,3.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IS,2014,21.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IS,2019,23.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IT,2014,7.6,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,IT,2019,6.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LT,2014,11.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LT,2019,15.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LU,2014,14.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LU,2019,29.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LV,2014,9.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,LV,2019,18.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,MT,2014,5.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,MT,2019,15.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,NL,2014,24.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,NL,2019,27.2,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,NO,2014,13.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,NO,2019,15,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,PL,2014,4.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,PL,2019,4.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,PT,2014,5.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,PT,2019,11.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,RO,2014,0.7,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,RO,2019,0.4,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,RS,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SE,2014,14.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SE,2019,18.1,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SI,2014,8.5,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SI,2019,11,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SK,2014,10.8,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,SK,2019,10.9,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,TR,2014,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,TR,2019,0,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-29,PC,UK,2014,9.3,,
ESTAT:HLTH_EHIS_AM6U(1.0),17/10/2022 23:00,A,OC2264,DEG1,F,Y15-44,PC,AT,2014,15.6,,
